# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1488       7.850123937835e+02       1.182853302615e+01       0.000000000000e+00       4.610512507088e+00       2.927172466884e-09       1.684501205080e-06       5.531728439218e-08 
 1489       7.815297196472e+02       1.192583800798e+01       0.000000000000e+00       5.170357049475e+00       2.923077382832e-09       1.672637838452e-06       5.779061399305e-08 
 1490       7.780139351696e+02       1.202572398136e+01       0.000000000000e+00       5.719019732605e+00       2.918989604384e-09       1.660566854844e-06       6.024723792075e-08 
 1491       7.744660656501e+02       1.212812980308e+01       0.000000000000e+00       6.256395464435e+00       2.914909130672e-09       1.648301686482e-06       6.268698246399e-08 
 1492       7.708871423060e+02       1.223299396255e+01       0.000000000000e+00       6.782378786377e+00       2.910835959326e-09       1.635855879483e-06       6.510967323026e-08 
 1493       7.672782022819e+02       1.234025458119e+01       0.000000000000e+00       7.296863872807e+00       2.906770086465e-09       1.623243094240e-06       6.751513514448e-08 
 1494       7.636402886606e+02       1.244984941181e+01       0.000000000000e+00       7.799744530555e+00       2.902711506683e-09       1.610477105817e-06       6.990319244761e-08 
 1495       7.599744504726e+02       1.256171583795e+01       0.000000000000e+00       8.290914198416e+00       2.898660213043e-09       1.597571804329e-06       7.227366869526e-08 
 1496       7.562817427066e+02       1.267579087322e+01       0.000000000000e+00       8.770265946641e+00       2.894616197058e-09       1.584541195338e-06       7.462638675629e-08 
 1497       7.525632263193e+02       1.279201116074e+01       0.000000000000e+00       9.237692476445e+00       2.890579448687e-09       1.571399400241e-06       7.696116881146e-08 
 1498       7.488199682457e+02       1.291031297241e+01       0.000000000000e+00       9.693086119504e+00       2.886549956319e-09       1.558160656657e-06       7.927783635197e-08 
 1499       7.450530414094e+02       1.303063220836e+01       0.000000000000e+00       1.013633883745e+01       2.882527706762e-09       1.544839318824e-06       8.157621017815e-08 
 1500       7.412635247322e+02       1.315290439623e+01       0.000000000000e+00       1.056734222140e+01       2.878512685234e-09       1.531449857983e-06       8.385611039797e-08 
 1501       7.374525031447e+02       1.327706469061e+01       0.000000000000e+00       1.098598749140e+01       2.874504875350e-09       1.518006862776e-06       8.611735642576e-08 
 1502       7.336210675961e+02       1.340304787234e+01       0.000000000000e+00       1.139216549598e+01       2.870504259110e-09       1.504525039634e-06       8.835976698070e-08 
 1503       7.297703150645e+02       1.353078834792e+01       0.000000000000e+00       1.178576671164e+01       2.866510816886e-09       1.491019213174e-06       9.058316008550e-08 
 1504       7.259013485670e+02       1.366022014884e+01       0.000000000000e+00       1.216668124232e+01       2.862524527416e-09       1.477504326587e-06       9.278735306497e-08 
 1505       7.220152771695e+02       1.379127693098e+01       0.000000000000e+00       1.253479881896e+01       2.858545367784e-09       1.463995442037e-06       9.497216254463e-08 
 1506       7.181132159974e+02       1.392389197392e+01       0.000000000000e+00       1.289000879894e+01       2.854573313417e-09       1.450507741054e-06       9.713740444931e-08 
 1507       7.141962862451e+02       1.405799818035e+01       0.000000000000e+00       1.323220016560e+01       2.850608338067e-09       1.437056524927e-06       9.928289400172e-08 
 1508       7.102656151865e+02       1.419352807543e+01       0.000000000000e+00       1.356126152778e+01       2.846650413801e-09       1.423657215100e-06       1.014084457211e-07 
 1509       7.063223361850e+02       1.433041380610e+01       0.000000000000e+00       1.387708111926e+01       2.842699510991e-09       1.410325353571e-06       1.035138734218e-07 
 1510       7.023675887035e+02       1.446858714053e+01       0.000000000000e+00       1.417954679829e+01       2.838755598300e-09       1.397076603286e-06       1.055989902117e-07 
 1511       6.984025183149e+02       1.460797946740e+01       0.000000000000e+00       1.446854604709e+01       2.834818642669e-09       1.383926748534e-06       1.076636084913e-07 
 1512       6.944282767115e+02       1.474852179532e+01       0.000000000000e+00       1.474396597137e+01       2.830888609311e-09       1.370891695350e-06       1.097075399516e-07 
 1513       6.904460217160e+02       1.489014475217e+01       0.000000000000e+00       1.500569329978e+01       2.826965461691e-09       1.357987471909e-06       1.117305955732e-07 
 1514       6.864569172908e+02       1.503277858446e+01       0.000000000000e+00       1.525361438344e+01       2.823049161521e-09       1.345230228926e-06       1.137325856250e-07 
 1515       6.824621335485e+02       1.517635315669e+01       0.000000000000e+00       1.548761519548e+01       2.819139668741e-09       1.332636240052e-06       1.157133196621e-07 
 1516       6.784628467623e+02       1.532079795076e+01       0.000000000000e+00       1.570758133045e+01       2.815236941516e-09       1.320221902281e-06       1.176726065252e-07 
 1517       6.744602393754e+02       1.546604206524e+01       0.000000000000e+00       1.591339800390e+01       2.811340936215e-09       1.308003736343e-06       1.196102543385e-07 
 1518       6.704555000116e+02       1.561201421484e+01       0.000000000000e+00       1.610495005185e+01       2.807451607404e-09       1.295998387108e-06       1.215260705089e-07 
 1519       6.664497657193e+02       1.575864464917e+01       0.000000000000e+00       1.628215605700e+01       2.803568917927e-09       1.284218764724e-06       1.234198908913e-07 
 1520       6.624439480742e+02       1.590587093088e+01       0.000000000000e+00       1.644507108774e+01       2.799692869394e-09       1.272662406241e-06       1.252916677494e-07 
 1521       6.584389054219e+02       1.605363221190e+01       0.000000000000e+00       1.659378494752e+01       2.795823472254e-09       1.261322946778e-06       1.271413830621e-07 
 1522       6.544355004997e+02       1.620186731851e+01       0.000000000000e+00       1.672838813909e+01       2.791960735747e-09       1.250193963375e-06       1.289690194743e-07 
 1523       6.504346004430e+02       1.635051475080e+01       0.000000000000e+00       1.684897186585e+01       2.788104667892e-09       1.239268974786e-06       1.307745603002e-07 
 1524       6.464370767929e+02       1.649951268210e+01       0.000000000000e+00       1.695562803311e+01       2.784255275481e-09       1.228541441281e-06       1.325579895262e-07 
 1525       6.424438055032e+02       1.664879895849e+01       0.000000000000e+00       1.704844924933e+01       2.780412564066e-09       1.218004764445e-06       1.343192918143e-07 
 1526       6.384556669474e+02       1.679831109822e+01       0.000000000000e+00       1.712752882744e+01       2.776576537953e-09       1.207652286981e-06       1.360584525050e-07 
 1527       6.344735459260e+02       1.694798629119e+01       0.000000000000e+00       1.719296078607e+01       2.772747200193e-09       1.197477292501e-06       1.377754576209e-07 
 1528       6.304983316733e+02       1.709776139842e+01       0.000000000000e+00       1.724483985088e+01       2.768924552567e-09       1.187473005334e-06       1.394702938691e-07 
 1529       6.265309178650e+02       1.724757295152e+01       0.000000000000e+00       1.728326145577e+01       2.765108595585e-09       1.177632590316e-06       1.411429486452e-07 
 1530       6.225722026248e+02       1.739735715212e+01       0.000000000000e+00       1.730832174419e+01       2.761299328470e-09       1.167949152593e-06       1.427934100361e-07 
 1531       6.186230885316e+02       1.754704987135e+01       0.000000000000e+00       1.732011757044e+01       2.757496749152e-09       1.158415737420e-06       1.444216668228e-07 
 1532       6.146844826272e+02       1.769658664932e+01       0.000000000000e+00       1.731874650088e+01       2.753700854257e-09       1.149025329954e-06       1.460277084845e-07 
 1533       6.107572964224e+02       1.784590269458e+01       0.000000000000e+00       1.730430681524e+01       2.749911639099e-09       1.139770855054e-06       1.476115252008e-07 
 1534       6.068424459050e+02       1.799493288353e+01       0.000000000000e+00       1.727689750792e+01       2.746129097671e-09       1.130645177076e-06       1.491731078554e-07 
 1535       6.029408515465e+02       1.814361175997e+01       0.000000000000e+00       1.723661828922e+01       2.742353222630e-09       1.121641099676e-06       1.507124480396e-07 
 1536       5.990534383091e+02       1.829187353449e+01       0.000000000000e+00       1.718356958661e+01       2.738584005296e-09       1.112751365598e-06       1.522295380546e-07 
 1537       5.951811356532e+02       1.843965208396e+01       0.000000000000e+00       1.711785254606e+01       2.734821435636e-09       1.103968656475e-06       1.537243709155e-07 
 1538       5.913248775442e+02       1.858688095102e+01       0.000000000000e+00       1.703956903326e+01       2.731065502257e-09       1.095285592626e-06       1.551969403544e-07 
 1539       5.874856024596e+02       1.873349334348e+01       0.000000000000e+00       1.694882163492e+01       2.727316192395e-09       1.086694732847e-06       1.566472408231e-07 
 1540       5.836642533964e+02       1.887942213384e+01       0.000000000000e+00       1.684571366003e+01       2.723573491908e-09       1.078188574212e-06       1.580752674969e-07 
 1541       5.798617778778e+02       1.902459985874e+01       0.000000000000e+00       1.673034914116e+01       2.719837385264e-09       1.069759551863e-06       1.594810162776e-07 
 1542       5.760791279607e+02       1.916895871839e+01       0.000000000000e+00       1.660283283568e+01       2.716107855530e-09       1.061400038810e-06       1.608644837967e-07 
 1543       5.723172602425e+02       1.931243057608e+01       0.000000000000e+00       1.646327022712e+01       2.712384884365e-09       1.053102345721e-06       1.622256674186e-07 
 1544       5.685771358685e+02       1.945494695762e+01       0.000000000000e+00       1.631176752635e+01       2.708668452011e-09       1.044858720720e-06       1.635645652439e-07 
 1545       5.648597205387e+02       1.959643905078e+01       0.000000000000e+00       1.614843167292e+01       2.704958537279e-09       1.036661349177e-06       1.648811761127e-07 
 1546       5.611659845151e+02       1.973683770480e+01       0.000000000000e+00       1.597337033630e+01       2.701255117544e-09       1.028502353507e-06       1.661754996079e-07 
 1547       5.574969026287e+02       1.987607342982e+01       0.000000000000e+00       1.578669191720e+01       2.697558168730e-09       1.020373792959e-06       1.674475360580e-07 
 1548       5.538534542869e+02       2.001407639637e+01       0.000000000000e+00       1.558850554876e+01       2.693867665305e-09       1.012267663412e-06       1.686972865411e-07 
 1549       5.502366234802e+02       2.015077643479e+01       0.000000000000e+00       1.537892109793e+01       2.690183580268e-09       1.004175897167e-06       1.699247528876e-07 
 1550       5.466473987895e+02       2.028610303473e+01       0.000000000000e+00       1.515804916664e+01       2.686505885140e-09       9.960903627397e-07       1.711299376835e-07 
 1551       5.430867733933e+02       2.041998534461e+01       0.000000000000e+00       1.492600109315e+01       2.682834549954e-09       9.880028646527e-07       1.723128442739e-07 
 1552       5.395557450746e+02       2.055235217105e+01       0.000000000000e+00       1.468288895330e+01       2.679169543246e-09       9.799051432290e-07       1.734734767663e-07 
 1553       5.360553162282e+02       2.068313197840e+01       0.000000000000e+00       1.442882556178e+01       2.675510832042e-09       9.717888743825e-07       1.746118400335e-07 
 1554       5.325864938677e+02       2.081225288811e+01       0.000000000000e+00       1.416392447339e+01       2.671858381851e-09       9.636456694106e-07       1.757279397174e-07 
 1555       5.291502896326e+02       2.093964267828e+01       0.000000000000e+00       1.388829998436e+01       2.668212156653e-09       9.554670747851e-07       1.768217822319e-07 
